财务分类,项目编码,项目名称,项目内涵,除外内容,计价单位,说明,一档价格,二档价格,三档价格,四档价格
,1,一、综合医疗服务类,,,,"1.本类包括一般医疗服务、一般检查治疗、社区卫生及预防保健项目和其它医疗服务项目，本类编码为100000000。
2.有下列情况之一者不另收诊查费：①由医生指定在医院内换号诊断；②取化验及各种检查结果；③病人一次门诊医生开多张处方，多种检查，多次治疗单，检查治疗科室不得要求病人另交纳诊查费。
3.多科室共同使用的医疗服务项目列入本类之中，如护理、抢救、注射、换药等等。
4.患者结算时，门诊医药费用清单和住院病人医药费用明细清单不得另外收费。
5.门诊拆线不得另收诊查费。
6.门诊患者因病情需要，在院外使用的一次性材料（碘伏帽、胰岛素注射针头、造瘘管、造口袋、鼻饲管、导尿管、尿袋）可以外带并收费。",,,,
G,310300097,肉毒杆菌素眼外肌注射,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,310300097-1,眼睑痉挛肉毒杆菌素注射治疗,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,310300097-2,麻痹性斜视肉毒杆菌素注射治疗,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,310300097-3,上睑后退肉毒杆菌素注射治疗,,,次,,30.0 ,28.5 ,27.0 ,24.0 
E,310300098,协调器治疗,,,次/双,,10.0 ,9.5 ,9.0 ,8.0 
E,310300099,后象治疗,,,次/只,,10.0 ,9.5 ,9.0 ,8.0 
G,310300100E,前房穿刺术,含注药、放液。,,次,,868.0 ,824.6 ,781.2 ,694.4 
G,310300100-1E,前房冲洗术,,,次,,868.0 ,824.6 ,781.2 ,694.4 
G,310300101,前房注气术,,,次,,1034.0 ,982.3 ,930.6 ,827.2 
G,310300101-1,脉络膜上腔放液术,,,次,,1034.0 ,982.3 ,930.6 ,827.2 
G,310300102E,角膜异物剔除术,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300102-1E,结膜异物剔除术,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300103E,角膜溃疡灼烙术,,,次,,33.0 ,31.4 ,29.7 ,26.4 
G,310300104,眼部冷冻治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300104-1,眼部炎性肉芽肿冷冻治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300104-2,眼部血管瘤冷冻治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300104-3,青光眼冷冻治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300104-4,角膜溃疡冷冻治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310300105E,泪小点扩张,,,次/只,,8.0 ,7.6 ,7.2 ,6.4 
G,310300106E,泪道探通术,,,次/只,,35.0 ,33.3 ,31.5 ,28.0 
G,310300106-1E,泪道激光探通术,,,次/只,,135.0 ,128.3 ,121.5 ,108.0 
E,310300107,双眼单视功能训练,含双眼同时视、辐辏外展、融合。,,次/双,,22.0 ,20.9 ,19.8 ,17.6 
E,310300108,弱视训练,,,次/只,,12.0 ,11.4 ,10.8 ,9.6 
D,310300109S,角膜共焦检查,指角膜厚度测量及角膜内皮细胞记数及角膜病原体检测。,,次/只,,160.0 ,152.0 ,144.0 ,128.0 
D,310300110S,幼儿数码折射摄影系统检查,,,次,,33.5 ,31.8 ,30.2 ,26.8 
D,310300111S,婴幼儿眼底摄像,,,次/只,,70.0 ,66.5 ,63.0 ,56.0 
D,310300115S,睑缘螨虫检查,裂隙灯下拔睫毛取材、镜下查找蠕形螨、螨虫分类计数、彩色图文报告。,,次/只,,56.0 ,53.2 ,50.4 ,44.8 
E,310300117S,眼睑缘治疗,运用热敷、睑板腺挤压、盐水清洗等处理方法疏通睑板腺开口，进行睑缘炎、干眼、螨虫的治疗。,,次/只,,31.1 ,29.5 ,28.0 ,24.9 
,3104,4.耳鼻咽喉,,,,,,,,
,310401,4.1 耳部诊疗,,,,,,,,
D,310401001,听性脑干反应,,,次,,230.0 ,218.5 ,207.0 ,184.0 
D,310401002,纯音听阈测定,含气导、骨导和必要的掩蔽。,,次,,86.0 ,81.7 ,77.4 ,68.8 
D,310401003,自描听力检查,,,次,,40.0 ,38.0 ,36.0 ,32.0 
D,310401004,纯音短增量敏感指数试验,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401005,纯音衰减试验,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401006,双耳交替响度平衡试验,含至少2个频率。,,次,,23.0 ,21.9 ,20.7 ,18.4 
D,310401007,响度不适与舒适阈检测,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401008,调谐曲线,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401009,言语测听,含畸变语言、交错扬扬格、识别率、言语听阈。,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310401010,声导抗测听,,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401010-1/1,声导抗测听(多频率),,,次,,87.0 ,82.7 ,78.3 ,69.6 
D,310401010-2,声导抗测听-鼓室图,,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401010-2/1,声导抗测听-鼓室图(多频率),,,次,,87.0 ,82.7 ,78.3 ,69.6 
D,310401010-3,声导抗测听-镫骨肌反射试验,,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401010-3/1,声导抗测听-镫骨肌反射试验(多频率),,,次,,87.0 ,82.7 ,78.3 ,69.6 
D,310401011,镫骨活动度检测(盖来试验),,,次,,15.0 ,14.3 ,13.5 ,12.0 
D,310401012,镫骨肌反射衰减试验,含镫骨肌反射阈值。,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,310401013,咽鼓管压力测定,不含声导抗测听。,,次,,6.0 ,5.7 ,5.4 ,4.8 
D,310401014,耳蜗电图,,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401015,耳声发射检查,指自发性、诱发性和畸变产物耳声发射。,,次,,90.0 ,85.5 ,81.0 ,72.0 
D,310401016,稳态听觉诱发反应,含3频。,,次,以3频为基价。每增加1个频率加收。,100.0 ,95.0 ,90.0 ,80.0 
D,310401016-1,稳态听觉诱发反应加收(第3频起),,,每频率,,10.0 ,9.5 ,9.0 ,8.0 
D,310401017,中潜伏期诱发电位,,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,310401018,皮层慢反应,,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,310401019,迟期成分检查,,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,310401020,鼓岬电刺激反应,,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,310401021,眼震电图,含温度试验、自发眼震。,,次,,92.0 ,87.4 ,82.8 ,73.6 
D,310401022,平衡试验,指平板或平衡台试验、视动试验、旋转试验、甘油试验。,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310401023,中耳共振频率测定,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401024,听探子检查,,,次,,25.0 ,23.8 ,22.5 ,20.0 
D,310401025,听力筛选试验,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310401025-1,小儿行为听力测试（6岁以下疑似听力障碍的儿童）,在隔声室适合儿童的轻松游戏环境中，以听力计的耳机或扬声器给予不同强度和不同频率的声音信号进行刺激，在游戏中训练儿童完成测试，由于儿童活泼好动的特点，要求检查人员具备听力学知识和临床经验，测试往往需要多次重复以得到可靠结果，需要测试双耳各5个频率。对于6月龄及以下小龄婴幼儿需结合测试人员对受试儿行为观察以确定其听力情况。,,次,由经过专业培训的听力口语师、康复医师或康复治疗师开展。,240.0 ,228.0 ,216.0 ,192.0 
D,310401026,耳鸣检查,含匹配、频率和响度。,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401026-1,他觉耳鸣检查,含匹配、频率和响度。,,次,,58.0 ,55.1 ,52.2 ,46.4 
D,310401027,定向条件反射测定,含游戏测定和行为观察。,,次,,60.0 ,57.0 ,54.0 ,48.0 
E,310401028,助听器选配试验,含程控编程。,,次,,100.0 ,95.0 ,90.0 ,80.0 
E,310401029,电子耳蜗编程,,,次,,100.0 ,95.0 ,90.0 ,80.0 
E,310401030,真耳分析,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310401031,鼓膜贴补试验,,,次,,15.0 ,14.3 ,13.5 ,12.0 
D,310401032,味觉试验,指电刺激法或直接法。,,次,,13.0 ,12.4 ,11.7 ,10.4 
D,310401033,溢泪试验,,,次,,15.0 ,14.3 ,13.5 ,12.0 
D,310401034,耳纤维内镜检查,含图象记录及输出系统。,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,310401034-1,视频耳内镜检查,含图象记录及输出系统。,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,310401035,硬性耳内镜检查,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310401036,电耳镜检查,,,次,,7.0 ,6.7 ,6.3 ,5.6 
D,310401037,耳显微镜检查,,,次,,10.0 ,9.5 ,9.0 ,8.0 
D,310401038,西格氏耳镜检查,,,次,,7.0 ,6.7 ,6.3 ,5.6 
D,310401038-1,西格氏耳镜瘘管试验,,,次,,7.0 ,6.7 ,6.3 ,5.6 
D,310401038-2,西格氏耳镜鼓膜按摩,,,次,,7.0 ,6.7 ,6.3 ,5.6 
E,310401039,上鼓室冲洗术,,,次,,26.0 ,24.7 ,23.4 ,20.8 
G,310401040E,鼓膜穿刺术,含抽液、注药。,,次,,39.0 ,37.1 ,35.1 ,31.2 
E,310401041E,耵聍冲洗,,,次/侧,,12.0 ,11.4 ,10.8 ,9.6 
E,310401041-1,耳道冲洗,,,次/侧,,12.0 ,11.4 ,10.8 ,9.6 
E,310401042,耳正负压治疗,,,次,,12.0 ,11.4 ,10.8 ,9.6 
E,310401043,波氏法咽鼓管吹张,,,次,,6.0 ,5.7 ,5.4 ,4.8 
E,310401044,导管法咽鼓管吹张,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310401045,耳药物烧灼,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310401046E,鼓膜贴补治疗,指烧灼法、针拨法。,,次,,40.0 ,38.0 ,36.0 ,32.0 
G,310401047,耳神经阻滞,,,次,,10.0 ,9.5 ,9.0 ,8.0 
G,310401048E,耳廓假性囊肿穿刺压迫治疗,含穿刺、抽吸和压迫、压迫材料；不含抽液检验。,,次,,60.0 ,57.0 ,54.0 ,48.0 
G,310401049,耳部特殊治疗,,,,,,,,
G,310401049-1,耳部射频治疗,,,次,,117.0 ,111.2 ,105.3 ,93.6 
G,310401049-2E,耳部激光治疗,,,次,,112.0 ,106.4 ,100.8 ,89.6 
G,310401049-3,耳部微波治疗,,,次,,160.0 ,152.0 ,144.0 ,128.0 
G,310401049-4,耳部冷冻治疗,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310401049-5,外耳道活检术,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310401050S,前庭诱发肌源性电位,含阈值及潜伏期。　,,次,,196.0 ,186.2 ,176.4 ,156.8 
D,310401051S,耳鸣习服治疗(TRT),指对患者进行音乐/声治疗、心理治疗等综合治疗。,,次,,60.0 ,57.0 ,54.0 ,48.0 
D,310401052S,耳鸣掩蔽治疗,指对患者进行音乐/声治疗等。,,次,,40.0 ,38.0 ,36.0 ,32.0 
E,310401053S,耳后注射,适用于需要激素等药物治疗的内耳疾病。,,次,,43.0 ,40.9 ,38.7 ,34.4 
D,310401054S,主观视觉重力线测试,指对眩晕患者进行前庭功能的评估与检查。,,次,,45.0 ,42.8 ,40.5 ,36.0 
D,310401055S,摇头试验,,,次,,45.0 ,42.8 ,40.5 ,36.0 
D,310401055S-1,甩头试验,,,次,,45.0 ,42.8 ,40.5 ,36.0 
D,310401055S-2,视频甩头试验,,,次,,90.0 ,85.5 ,81.0 ,72.0 
E,310401056S,前庭代偿功能训练,指对前庭功能障碍患者进行前庭康复治疗。,,40分钟/次,,100.0 ,95.0 ,90.0 ,80.0 
E,310401057,耳石复位治疗,通过不断变换体位，进行耳石复位治疗。,,次,,35.0 ,33.3 ,31.5 ,28.0 
,310402,4.2 鼻部诊疗,,,,,,,,
D,310402001,鼻内镜检查,,,次,,158.0 ,150.1 ,142.2 ,126.4 
D,310402002E,前鼻镜检查,,,次,,6.0 ,5.7 ,5.4 ,4.8 
D,310402003,长鼻镜检查,,,次,,8.0 ,7.6 ,7.2 ,6.4 
G,310402004E,鼻内镜手术后检查处理,含残余病变清理。,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,310402005,鼻粘膜激发试验,,,次,,10.0 ,9.5 ,9.0 ,8.0 
D,310402006,鼻分泌物细胞检测,含嗜酸细胞、肥大细胞。,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310402007,嗅觉功能检测,,,次,,10.0 ,9.5 ,9.0 ,8.0 
D,310402008,鼻阻力测定,,,次,,60.0 ,57.0 ,54.0 ,48.0 
D,310402009,声反射鼻腔测量,,,次,,60.0 ,57.0 ,54.0 ,48.0 
D,310402010,糖精试验,,,次,亦称纤毛功能测定。,10.0 ,9.5 ,9.0 ,8.0 
D,310402011E,蝶窦穿刺活检术,,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,310402012E,鼻腔冲洗,,,次,,18.0 ,17.1 ,16.2 ,14.4 
D,310402013E,鼻腔取活检术,,,次,,96.0 ,91.2 ,86.4 ,76.8 
G,310402014E,上颌窦穿刺术,,,次,,68.0 ,64.6 ,61.2 ,54.4 
E,310402015,鼻窦冲洗,,,次,,36.0 ,34.2 ,32.4 ,28.8 
E,310402015-1,内窥镜下鼻窦冲洗,,,次,,156.0 ,148.2 ,140.4 ,124.8 
D,310402016E,鼻咽部活检术,,,次,,96.0 ,91.2 ,86.4 ,76.8 
D,310402016-1E,声带活检术,,,次,,96.0 ,91.2 ,86.4 ,76.8 
D,310402016-2E,声门下活检术,,,次,,96.0 ,91.2 ,86.4 ,76.8 
G,310402017,下鼻甲封闭术,,,次,,18.0 ,17.1 ,16.2 ,14.4 
G,310402017-1E,鼻丘封闭及硬化剂注射,,,次,,18.0 ,17.1 ,16.2 ,14.4 
G,310402018E,鼻腔粘连分离术,,,次,,60.0 ,57.0 ,54.0 ,48.0 
E,310402019E,鼻负压置换治疗,,,次,,18.0 ,17.1 ,16.2 ,14.4 
E,310402020,脱敏治疗,,,次,,10.0 ,9.5 ,9.0 ,8.0 
E,310402021,快速脱敏治疗,,,次,,20.0 ,19.0 ,18.0 ,16.0 
E,310402022,前鼻孔填塞,,,次,,34.0 ,32.3 ,30.6 ,27.2 
E,310402023,后鼻孔填塞,,,次,,60.0 ,57.0 ,54.0 ,48.0 
G,310402024E,鼻异物取出,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,310402025,鼻部特殊治疗,,,,,,,,
G,310402025-1,鼻部射频治疗,,,次,,117.0 ,111.2 ,105.3 ,93.6 
G,310402025-2E,鼻部激光治疗,,,次,,112.0 ,106.4 ,100.8 ,89.6 
G,310402025-3,鼻部微波治疗,,,次,,160.0 ,152.0 ,144.0 ,128.0 
G,310402025-4,鼻部冷冻治疗,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310402025-5E,鼻部烧灼治疗,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310402025-6,鼻部聚焦超声,,,次,,1100.0 ,1045.0 ,990.0 ,880.0 
G,310402025-7,鼻部等离子射频消融治疗,,,次,,2020.0 ,1919.0 ,1818.0 ,1616.0 
,310403,4.3 咽喉部诊疗,,,,,,,,
D,310403001,喉声图,含声门图。,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310403002,喉频谱仪检查,,,次,,40.0 ,38.0 ,36.0 ,32.0 
D,310403003,喉电图测试,,,次,,60.0 ,57.0 ,54.0 ,48.0 
D,310403004,计算机嗓音疾病评估,,,次,,100.0 ,95.0 ,90.0 ,80.0 
E,310403005,计算机言语疾病矫治,,,次,,120.0 ,114.0 ,108.0 ,96.0 
D,310403006,纤维鼻咽镜检查,,,次,,112.0 ,106.4 ,100.8 ,89.6 
D,310403006-1,电子鼻咽镜检查,,,次,,162.0 ,153.9 ,145.8 ,129.6 
D,310403007,间接鼻咽镜检查,,,次,,3.5 ,3.3 ,3.2 ,2.8 
D,310403008,硬性鼻咽镜检查,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310403009E,纤维喉镜检查,含活检、刷检。,,次,,145.0 ,137.8 ,130.5 ,116.0 
D,310403009-1E,电子纤维喉镜检查,含活检、刷检。,,次,,195.0 ,185.3 ,175.5 ,156.0 
D,310403010,喉动态镜检查,,,次,,89.0 ,84.6 ,80.1 ,71.2 
D,310403011,直达喉镜检查,,,次,,120.0 ,114.0 ,108.0 ,96.0 
D,310403011-1,前联合镜检查,,,次,,120.0 ,114.0 ,108.0 ,96.0 
D,310403012,间接喉镜检查,,,次,,5.0 ,4.8 ,4.5 ,4.0 
D,310403013,支撑喉镜检查,,,次,,115.0 ,109.3 ,103.5 ,92.0 
G,310403014,咽封闭,,,次,,19.0 ,18.1 ,17.1 ,15.2 
G,310403015,喉上神经封闭术,,,次,,15.0 ,14.3 ,13.5 ,12.0 
G,310403016,咽部特殊治疗,,,,,,,,
G,310403016-1,咽部射频治疗,,,次,,117.0 ,111.2 ,105.3 ,93.6 
G,310403016-2E,咽部激光治疗,,,次,,112.0 ,106.4 ,100.8 ,89.6 
G,310403016-3E,咽部微波治疗,,,次,,160.0 ,152.0 ,144.0 ,128.0 
G,310403016-4,咽部冷冻治疗,,,次,,12.0 ,11.4 ,10.8 ,9.6 
G,310403016-5E,口咽部取异物,,,次,,32.0 ,30.4 ,28.8 ,25.6 
G,310403016-6E,喉咽部取异物,,,次,,32.0 ,30.4 ,28.8 ,25.6 
E,310403017SE,喉部肿物活检术,,,次,,78.0 ,74.1 ,70.2 ,62.4 
E,310403017S-1E,内镜下喉部肿物活检术,,,次,,178.0 ,169.1 ,160.2 ,142.4 
D,310403018S,喉返神经功能监测,指在甲状腺后方显露喉返神经全程，收集监测声带肌电信号，确定有无损伤。,神经监测气管插管、刺激探头,次,,323.0 ,306.9 ,290.7 ,258.4 
D,310403019S,上气道24小时PH监测,指将PH探头从患者鼻孔插入至软腭后方，24小时动态监测上气道酸碱度。,,次,,552.0 ,524.4 ,496.8 ,441.6 
,3105,5.口腔颌面,,口腔特殊一次性卫生材料及器械、口腔特殊用药、传染病人特殊消耗物品,,,,,,
,310501,5.1口腔综合检查,,,,,,,,
D,310501001,全口牙病系统检查与治疗设计,含各专业检查表。不含错颌畸形诊断设计、种植治疗设计。,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,310501002,咬合检查,不含咀嚼肌肌电图检查。,,次,,30.0 ,28.5 ,27.0 ,24.0 
D,310501003,颌力测量检查,,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310501004,咀嚼功能检查,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310501005,下颌运动检查,,,次,,300.0 ,285.0 ,270.0 ,240.0 
D,310501005-1,髁状突运动轨迹描记,,,次,,300.0 ,285.0 ,270.0 ,240.0 
D,310501006,唾液流量测定,指全唾液流量及单个腺体流量测定。,,次,,暂不定价,暂不定价,暂不定价,暂不定价
G,310501007,口腔模型制备,含口腔印模制取、石膏模型灌制、普通藻酸盐印模材、普通石膏。,特殊印模材料、特殊模型材料,单颌,,40.0 ,38.0 ,36.0 ,32.0 
G,310501008,记存模型制备,含印模制取、模型灌制、修正及取蜡型。,特殊印模材料、特殊模型材料,单颌,,37.0 ,35.2 ,33.3 ,29.6 
G,310501009,面部模型制备,含印模制取、石膏模型灌制及修正。,特殊印模材料、特殊模型材料,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310501010,常规面颌像检查,指正侧位面像、微笑像、正侧位颌像及上下颌颌面像检查。,,每片,,4.0 ,3.8 ,3.6 ,3.2 
D,310501011,口腔内镜检查,,,每牙,,15.0 ,14.3 ,13.5 ,12.0 
,310502,5.2 牙体牙髓检查,,,,,,,,
D,310502001,牙髓活力检查,指冷测、热测、牙髓活力电测。,,每牙,,3.5 ,3.3 ,3.2 ,2.8 
E,310502002,根管长度测量,含使用根管长度测量仪或插诊断丝确定工作长度。,,每根管,,15.0 ,14.3 ,13.5 ,12.0 
D,310502003E,口腔X线一次成像(RVG),,,每牙,,15.0 ,14.3 ,13.5 ,12.0 
,310503,5.3 牙周检查,,,,,,,,
D,310503001,白细胞趋化功能检查,"含龈沟液白细胞采集或血白细胞采集,实验室白细胞趋化功能测定。",,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310503002,龈沟液量测定,含龈沟液的采集和定量。,,牙,,15.0 ,14.3 ,13.5 ,12.0 
D,310503003,咬合动度测定,,,次,,15.0 ,14.3 ,13.5 ,12.0 
D,310503004,龈上菌斑检查,含牙菌斑显示及菌斑指数确定。,,次,,15.0 ,14.3 ,13.5 ,12.0 
D,310503005,菌斑微生物检测,含菌斑采集及微生物检测。指刚果红负染法、暗视野显微镜法、Periocheck法检测。,Periocheck试剂盒,次,,30.0 ,28.5 ,27.0 ,24.0 
D,310503006S,牙周探诊检查,指用牙周专用探针进行牙周袋深度等牙周相关指标测量和判定。含每牙检测6个位点，并记录。,,每牙　,,3.3 ,3.1 ,3.0 ,2.6 
,310504,5.4 口腔颌面功能检查,,,,,,,,
D,310504001,面神经功能主观检测,指美国耳、鼻、喉及头颈外科通用主观检测方法。,,次,,30.0 ,28.5 ,27.0 ,24.0 
D,310504002,面神经功能电脑检测,指用数码相机及专门的软件包（QFES）而进行的客观检测方法。,,次,,150.0 ,142.5 ,135.0 ,120.0 
D,310504003,面神经肌电图检查,指额、眼、上唇及下唇四个功能区。,,每区,每功能区均含双侧。,30.0 ,28.5 ,27.0 ,24.0 
D,310504004,腭咽闭合功能检查,指鼻咽纤维镜检查、鼻音计检查、语音仪检查、计算机语音检查；不含反馈治疗。,,次,,120.0 ,114.0 ,108.0 ,96.0 
,310505,5.5 正颌外科手术前设计,,,,,,,,
G,310505001,正颌外科手术设计与面型预测,,录象带、计算机软盘、照相及胶片,次,,400.0 ,380.0 ,360.0 ,320.0 
G,310505001-1,正颌外科手术设计与面型预测(VTO技术),含X线头影测量、颌骨模板模拟手术及术后效果的预测。,录象带、计算机软盘、照相及胶片,次,,400.0 ,380.0 ,360.0 ,320.0 
G,310505001-2,正颌外科手术设计与面型预测(计算机技术),含电子计算机专家系统行X线头影测量与诊断、手术模拟与术后效果的预测。,录象带、计算机软盘、照相及胶片,次,,400.0 ,380.0 ,360.0 ,320.0 
D,310505002,云纹仪检查,含正位、侧位及斜位等各种位置的云纹照相及测量。,化妆品、照相底片及冲印,次,,暂不定价,暂不定价,暂不定价,暂不定价
G,310505003,模型外科设计,含面弓转移、上�〖堋⒛Ｐ筒饬考澳Ｄ馐质跗炊缘取�,石膏模型制备,次,,200.0 ,190.0 ,180.0 ,160.0 
G,310505004,带环制备,含代型制作、带环的焊接、锤制、圆管焊接等技术。,石膏模型制备、分牙及牙体预备、粘接带环等,每个,,40.0 ,38.0 ,36.0 ,32.0 
G,310505005,唇弓制备,含唇弓弯制、焊接等技术，以及钢丝、焊媒等材料。,方弓丝、予成牵引弓、唇弓及其他特殊材料,每根,,130.0 ,123.5 ,117.0 ,104.0 
G,310505005-1,唇弓制备加收(特殊要求唇弓),,,每根,,30.0 ,28.5 ,27.0 ,24.0 
G,310505006,颌导板制备,含颌导板制作、打磨、抛光，以及自凝牙托粉、单体、分离剂等。,,每个,,150.0 ,142.5 ,135.0 ,120.0 
G,310505006-1,颌导板制备加收(特殊要求颌导板),,,每个,,50.0 ,47.5 ,45.0 ,40.0 
G,310505007S,颌面部缺损计算机辅助设计,,,次,,500.0 ,475.0 ,450.0 ,400.0 
,310506,5.6 口腔关节病检查,,,,,,,,
D,310506001,颞颌关节系统检查设计,含专业检查表、含颞颌关节系统检查；不含关节镜等特殊检查。,,每人次,,60.0 ,57.0 ,54.0 ,48.0 
D,310506001-1,唾液量、流速、缓冲能力检查,,,每人次,,20.0 ,19.0 ,18.0 ,16.0 
D,310506002,颞颌关节镜检查,,,次,,450.0 ,427.5 ,405.0 ,360.0 
D,310506003,关节腔压力测定,,,每人次,,80.0 ,76.0 ,72.0 ,64.0 
,310507,5.7 正畸检查,,,,,,,,
D,310507001,错颌畸形初检,含咨询、检查、登记、正畸专业病历。,,次,,10.0 ,9.5 ,9.0 ,8.0 
E,310507003,固定矫治器复诊处置,含常规检查及矫治器调整。,更换弓丝及附件,次,,20.0 ,19.0 ,18.0 ,16.0 
E,310507004,活动矫治器复诊处置,含常规检查及弹簧加力。,各种弹簧和其他附件,次,,15.0 ,14.3 ,13.5 ,12.0 
E,310507005,功能矫治器复诊处置,含常规检查及调整。,其他材料及附件,次,,15.0 ,14.3 ,13.5 ,12.0 
E,310507006,特殊矫治器复诊处置,含常规检查及调整；含推杆式矫治。,其他材料及附件,次,,40.0 ,38.0 ,36.0 ,32.0 
E,310507006-1,特殊矫治器复诊处置(使用舌侧矫正器),含常规检查及调整。,其他材料及附件,次,,50.0 ,47.5 ,45.0 ,40.0 
D,310507007,错颌畸形正中颌位检查,含蜡堤制作塑料基托。,,次,,60.0 ,57.0 ,54.0 ,48.0 
,310508,5.8 口腔修复检查,,,,,,,,
D,310508001,光颌仪检查,含：1.光颌仪颌力测量，2.牙列颌接触状态检查，3.咬合仪检查。,,次,,暂不定价,暂不定价,暂不定价,暂不定价
D,310508002,测色仪检查,指固定修复中牙的比色。,,次,,20.0 ,19.0 ,18.0 ,16.0 
D,310508003,义齿压痛定位仪检查,,,每牙,,暂不定价,暂不定价,暂不定价,暂不定价
D,310508004,触痛仪检查,指颞下颌关节病人肌肉关节区压痛痛域大小的测量。,,次,,暂不定价,暂不定价,暂不定价,暂不定价
,310510,5.10 口腔一般治疗,,,,,,,,
E,310510001E,调颌,,,每牙,,5.0 ,4.8 ,4.5 ,4.0 
E,310510002E,氟防龋治疗,指局部涂氟、氟液含漱、氟打磨治疗。,特殊材料,每牙,,5.0 ,4.8 ,4.5 ,4.0 
E,310510003,牙脱敏治疗,指氟化钠、酚制剂等药物治疗。,高分子脱敏剂；其他特殊材料,每牙,,20.0 ,19.0 ,18.0 ,16.0 
E,310510003-1,牙脱敏治疗(使用激光脱敏仪),指氟化钠、酚制剂等药物治疗。,高分子脱敏剂；其他特殊材料,每牙,,25.0 ,23.8 ,22.5 ,20.0 
