财务分类,项目编码,项目名称,项目内涵,除外内容,计价单位,说明,一档价格,二档价格,三档价格,四档价格
,1,一、综合医疗服务类,,,,"1.本类包括一般医疗服务、一般检查治疗、社区卫生及预防保健项目和其它医疗服务项目，本类编码为100000000。
2.有下列情况之一者不另收诊查费：①由医生指定在医院内换号诊断；②取化验及各种检查结果；③病人一次门诊医生开多张处方，多种检查，多次治疗单，检查治疗科室不得要求病人另交纳诊查费。
3.多科室共同使用的医疗服务项目列入本类之中，如护理、抢救、注射、换药等等。
4.患者结算时，门诊医药费用清单和住院病人医药费用明细清单不得另外收费。
5.门诊拆线不得另收诊查费。
6.门诊患者因病情需要，在院外使用的一次性材料（碘伏帽、胰岛素注射针头、造瘘管、造口袋、鼻饲管、导尿管、尿袋）可以外带并收费。",,,,
G,310905019-1,经内镜胰腺囊肿内引流术,,支架、导管、导丝、球囊扩张器,次,,600.0 ,570.0 ,540.0 ,480.0 
G,310905020,经内镜胰胆管扩张术＋支架置入术,不含X线监视。,支架、导管、导丝、球囊扩张器,次,,1800.0 ,1710.0 ,1620.0 ,1440.0 
G,310905020-1,经内镜胰胆管扩张术＋支架置入术(胆管、胰管两管同时手术),不含X线监视。,支架、导管、导丝、球囊扩张器,次,,2700.0 ,2565.0 ,2430.0 ,2160.0 
G,310905020-2E,经内镜胰胆管支架取出术,不含X线监视。,支架、导管、导丝、球囊扩张器,次,,900.0 ,855.0 ,810.0 ,720.0 
G,310905020-3E,经内镜胰胆管支架取出术(胆管、胰管两管同时手术),不含X线监视。,支架、导管、导丝、球囊扩张器,次,,1350.0 ,1282.5 ,1215.0 ,1080.0 
G,310905021,胆道球囊扩张术,,球囊,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,310905022E,胆道支架置入术,,支架,次,,1250.0 ,1187.5 ,1125.0 ,1000.0 
G,310905022-1E,胆道支架取出术,,,次,,500.0 ,475.0 ,450.0 ,400.0 
D,310905024,经内镜胆/胰管内超声检查术,十二指肠镜经口插至乳头部位，置入导丝，将微型超声探头沿导丝经活检通道插入胆管或胰管至病变部位，超声检查。,,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,310905025E,消化道造瘘管换管术,,造瘘管,次,,120.0 ,114.0 ,108.0 ,96.0 
G,310905025-1,胆道造瘘管换管术,,造瘘管,次,,120.0 ,114.0 ,108.0 ,96.0 
D,310905026S,肝储备功能测定,,吲哚菁绿,次,,252.0 ,239.4 ,226.8 ,201.6 
D,310905027S,营养代谢功能测试,含营养支持能量测试以及报告，不含肺功能测试。,,次,,161.0 ,153.0 ,144.9 ,128.8 
D,310905028S,内镜下胰胆管细胞刷取术,,,次,,498.0 ,473.1 ,448.2 ,398.4 
G,310905029S,经口内镜下肌切开术(POEM),不含内镜检查。,,次,,2919.0 ,2773.0 ,2627.0 ,2335.0 
G,310905030S,经黏膜下隧道内镜切除术(STER),指经内镜建立黏膜下隧道，显露肿物，完整剥离黏膜下肿物，不含内镜检查。,,次,,2893.0 ,2748.4 ,2603.7 ,2314.4 
G,310905031S,肠梗阻导管置入术,指DSA或内镜下开展的导管置入术，不含DSA或内镜检查。,,次,,939.0 ,892.1 ,845.1 ,751.2 
G,310905032S,内镜下全层切除术(EFR),指在内镜下切除消化道管壁固有肌层、尤其是固有肌层深层来源的黏膜下肿瘤的内镜手术。不含内镜检查。,,次,,2784.0 ,2644.8 ,2505.6 ,2227.2 
G,310905033S,经内镜黏膜下肿物切除术(ESE),指在内镜下切除消化道管壁固有肌层内生型黏膜下肿物，不含内镜检查。,,次,,2766.0 ,2627.7 ,2489.4 ,2212.8 
G,310905034S,内镜下瘘口闭合术,不含内镜检查。,,次,,1311.0 ,1245.5 ,1179.9 ,1048.8 
G,310905035S,经鼻十二指肠/空肠置管术,经鼻或口将管路置入到小肠（十二指肠或空肠）。 不含DSA或内镜引导。,鼻肠管、一次性引流袋,次,,200.0 ,190.0 ,180.0 ,160.0 
G,310905040E,经皮腹盆腔穿刺术,指肿物、液性包块、脓肿、囊肿、包裹性积液等。含穿刺及引流，不含影像引导。,,次,,535.0 ,508.3 ,481.5 ,428.0 
,3110,10.泌尿系统,,,,,,,,
E,311000013,结肠透析,指人工法、机器法。,,次,,40.0 ,38.0 ,36.0 ,32.0 
D,311000014,肾盂测压,,,单侧,,200.0 ,190.0 ,180.0 ,160.0 
G,311000015E,肾穿刺术,含活检；不含影像学引导。,穿刺针、肾造瘘管,单侧,,360.0 ,342.0 ,324.0 ,288.0 
G,311000015-1E,肾造瘘术,不含影像学引导。,穿刺针、肾造瘘管,单侧,,360.0 ,342.0 ,324.0 ,288.0 
G,311000015-2E,肾囊肿硬化治疗,不含影像学引导。,穿刺针、肾造瘘管,单侧,,360.0 ,342.0 ,324.0 ,288.0 
G,311000015-3E,肾上腺穿刺术,含活检，不含影像学引导。,穿刺针、肾造瘘管,单侧,,360.0 ,342.0 ,324.0 ,288.0 
G,311000016,肾封闭术,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,311000017,肾周脓肿引流术,,,次,,330.0 ,313.5 ,297.0 ,264.0 
G,311000017-1E,肾周积液引流术,,,次,,330.0 ,313.5 ,297.0 ,264.0 
D,311000018,经皮肾盂镜检查,含活检、肾上腺活检。,,单侧,,600.0 ,570.0 ,540.0 ,480.0 
G,311000019,经皮肾盂镜取石术,,,次,,1950.0 ,1852.5 ,1755.0 ,1560.0 
G,311000019-1,经皮肾盂镜肾上腺肿瘤切除术,,,次,,1950.0 ,1852.5 ,1755.0 ,1560.0 
G,311000019-2,经皮肾盂镜取异物术,,,次,,1950.0 ,1852.5 ,1755.0 ,1560.0 
D,311000020E,经尿道输尿管镜检查,含活检。,,单侧,,320.0 ,304.0 ,288.0 ,256.0 
D,311000020-1E,经尿道输尿管镜取异物术,,,单侧,,320.0 ,304.0 ,288.0 ,256.0 
G,311000021E,经膀胱镜输尿管插管术,,,单侧,,260.0 ,247.0 ,234.0 ,208.0 
G,311000022E,经皮输尿管内管置入术,,,次,,1625.0 ,1543.8 ,1462.5 ,1300.0 
G,311000023,经输尿管镜肿瘤切除术,,,次,,2550.0 ,2422.5 ,2295.0 ,2040.0 
G,311000024E,经膀胱镜输尿管扩张术,,,次,,400.0 ,380.0 ,360.0 ,320.0 
G,311000025E,经输尿管镜输尿管扩张术,,,次,,2273.0 ,2159.0 ,2046.0 ,1818.0 
G,311000026E,经输尿管镜碎石取石术,,,次,,3323.0 ,3157.0 ,2991.0 ,2658.0 
G,311000026-1,经输尿管镜使用激光纤维碎石取石术,,,次,,4710.0 ,4475.0 ,4239.0 ,3768.0 
G,311000027E,经膀胱镜输尿管支架置入术,含镜检。,支架,次,,1040.0 ,988.0 ,936.0 ,832.0 
G,311000027-1E,经膀胱镜输尿管支架取出术,含镜检。,,次,,1040.0 ,988.0 ,936.0 ,832.0 
G,311000028E,经输尿管镜支架置入术,含镜检。,支架,次,,1395.0 ,1325.0 ,1256.0 ,1116.0 
G,311000028-1E,经输尿管镜支架取出术,含镜检。,,次,,1300.0 ,1235.0 ,1170.0 ,1040.0 
E,311000029,输尿管支架管冲洗,,,次,,6.0 ,5.7 ,5.4 ,4.8 
G,311000030,膀胱注射,,,次,,20.0 ,19.0 ,18.0 ,16.0 
G,311000031,膀胱灌注,,,次,,35.0 ,33.3 ,31.5 ,28.0 
G,311000032,膀胱区封闭,,,次,,50.0 ,47.5 ,45.0 ,40.0 
G,311000033E,膀胱穿刺造瘘术,,,次,,265.0 ,251.8 ,238.5 ,212.0 
D,311000034E,膀胱镜尿道镜检查,含活检。,无痛抑菌润滑剂,次,,300.0 ,285.0 ,270.0 ,240.0 
D,311000034-1E,膀胱镜尿道镜取异物术,,无痛抑菌润滑剂,次,检查后即取异物或已明确诊断的，取异物时不能再次收取镜检费用。,300.0 ,285.0 ,270.0 ,240.0 
G,311000035E,经膀胱镜尿道镜特殊治疗,,,次,,300.0 ,285.0 ,270.0 ,240.0 
G,311000036E,尿道狭窄扩张术,,丝状探条,次,,200.0 ,190.0 ,180.0 ,160.0 
G,311000037,经尿道治疗尿失禁,含硬化剂局部注射。,,次,,200.0 ,190.0 ,180.0 ,160.0 
D,311000038,尿流率检测,,,次,,62.0 ,58.9 ,55.8 ,49.6 
D,311000039,尿动力学检测,不含摄片。,测压管,次,,200.0 ,190.0 ,180.0 ,160.0 
E,311000040,体外冲击波碎石,含影像学监测；不含摄片。,,次,,665.0 ,631.8 ,598.5 ,532.0 
G,311000041SE,尿道狭窄支架置入术,,,次,,1100.0 ,1045.0 ,990.0 ,880.0 
E,311000042S,经皮肾镜碎石+取出术,,肾造瘘管,,,,,,
E,311000042S-1,经皮肾镜碎石+取出术(气压弹道),,肾造瘘管,单侧,,3600.0 ,3420.0 ,3240.0 ,2880.0 
E,311000042S-2,经皮肾镜碎石+取出术(同时使用气压弹道和超声碎石),,肾造瘘管,单侧,,4200.0 ,3990.0 ,3780.0 ,3360.0 
E,311000042S-3,经皮肾镜碎石+取出术(超声),,肾造瘘管,单侧,,3500.0 ,3325.0 ,3150.0 ,2800.0 
E,311000042S-4,经皮肾镜碎石+取出术(钬激光),,肾造瘘管,单侧,,4800.0 ,4560.0 ,4320.0 ,3840.0 
D,311000043S,超声内瘘血流监测,含超声PC管路（套）。,,次,,380.0 ,361.0 ,342.0 ,304.0 
D,311000045S,电子膀胱镜检查,润滑尿道，置入套管及闭孔器，推出闭孔器，插入电子膀胱镜、尿道镜，连接显示器光源，检查尿道膀胱。,,次,,535.0 ,508.3 ,481.5 ,428.0 
E,311000051S,物理震动排石,指机器辅助排石。,,次,,286.0 ,271.7 ,257.4 ,228.8 
,3111,11.男性生殖系统,,,,,,,,
G,311100001,小儿包茎气囊导管扩张术,,气囊导管,次,,150.0 ,142.5 ,135.0 ,120.0 
E,311100002,嵌顿包茎手法复位术,,,次,,150.0 ,142.5 ,135.0 ,120.0 
D,311100003,夜间阴茎胀大试验,,,,,,,,
D,311100003-1,夜间阴茎胀大试验-体积测定法,"指患者自行带机8小时以上,通过测定阴茎海绵体血液变化,间接反映阴茎大小。含电极。",,次,,100.0 ,95.0 ,90.0 ,80.0 
D,311100003-2,夜间阴茎胀大试验-压力测定法,"指使用专用观察室,医护人员夜间持续监测8小时以上,通过机械原理直接测定阴茎勃起时压力的变化。含电极圈、高能电池。",,次,,490.0 ,465.5 ,441.0 ,392.0 
D,311100003-3,阴茎胀大试验,指视听刺激前后分别测定阴茎周径和硬度基线值。,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,311100004,阴茎超声血流图检查,,,次,,100.0 ,95.0 ,90.0 ,80.0 
D,311100005,阴茎勃起神经检查,含肌电图检查。,,次,,120.0 ,114.0 ,108.0 ,96.0 
D,311100006E,睾丸阴茎海绵体穿刺术,含活检。,,次,,200.0 ,190.0 ,180.0 ,160.0 
G,311100006-1,睾丸阴茎海绵体切开术,含活检。,,次,,200.0 ,190.0 ,180.0 ,160.0 
G,311100009,阴茎海绵体内药物注射,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,311100010E,阴茎赘生物电灼术,,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311100010-1,阴茎赘生物冷冻术,,,次,,150.0 ,142.5 ,135.0 ,120.0 
D,311100011,阴茎动脉测压术,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,311100012,阴茎海绵体灌流治疗术,,,次,,135.0 ,128.3 ,121.5 ,108.0 
D,311100013,B超引导下前列腺活检术,,,次,,250.0 ,237.5 ,225.0 ,200.0 
D,311100014,前列腺针吸细胞学活检术,,,次,,120.0 ,114.0 ,108.0 ,96.0 
E,311100015,前列腺按摩,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,311100016,前列腺注射,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,311100017,前列腺特殊治疗,,,次,,,,,
G,311100017-1,前列腺微波治疗-微波法,,,次,,30.0 ,28.5 ,27.0 ,24.0 
G,311100017-2,前列腺射频治疗-射频法,,,次,,1200.0 ,1140.0 ,1080.0 ,960.0 
G,311100017-3,前列腺激光治疗-激光法,,,次,,2400.0 ,2280.0 ,2160.0 ,1920.0 
G,311100017-4,前列腺特殊治疗-蒸汽消融,指使用高温蒸汽使增生的前列腺组织坏死萎缩，坏死组织被人体吸收后前列腺体积明显缩小，患者恢复正常排尿。,一次性使用前列腺热蒸汽器械,次,,2400.0 ,2280.0 ,2160.0 ,1920.0 
G,311100018E,鞘膜积液穿刺抽液术,,硬化剂,次,,100.0 ,95.0 ,90.0 ,80.0 
,3112,12.女性生殖系统及孕产(含新生儿诊疗),,,,,,,,
,311201,12.1 女性生殖系统及孕产诊疗,,,,,,,,
D,311201001,荧光检查,指会阴、阴道、宫颈部位病变检查。,,每部位,,20.0 ,19.0 ,18.0 ,16.0 
D,311201002,外阴活检术,,,次,,90.0 ,85.5 ,81.0 ,72.0 
D,311201008,宫颈活检术,,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,311201008-1,阴道壁活检术,,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,311201008-3,宫颈管搔刮术,,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,311201013,子宫内膜活检术,,,次,,80.0 ,76.0 ,72.0 ,64.0 
G,311201021,腹腔穿刺插管盆腔滴注术,,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311201022,妇科晚期恶性肿瘤减瘤术,,,次,,2000.0 ,1900.0 ,1800.0 ,1600.0 
D,311201032,羊水泡沫振荡试验,,,次,,6.0 ,5.7 ,5.4 ,4.8 
D,311201033,羊水中胎肺成熟度LB记数检测,,,次,,40.0 ,38.0 ,36.0 ,32.0 
D,311201035,性交试验,含取精液、显微镜下检查。,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,311201057,乳房按摩,,,次,,6.0 ,5.7 ,5.4 ,4.8 
E,311201057-1,乳房微波按摩,,,次,,6.0 ,5.7 ,5.4 ,4.8 
E,311201057-2,吸乳,,,次,,6.0 ,5.7 ,5.4 ,4.8 
D,311201064,乳管镜检查,含活检、疏通、扩张、冲洗。,,次,,480.0 ,456.0 ,432.0 ,384.0 
E,311201066S,经阴道穿刺减腹水,,,次,,241.0 ,229.0 ,216.9 ,192.8 
D,311201069S,乳腺导管注射治疗,,,次,,57.0 ,54.2 ,51.3 ,45.6 
D,311201071S,胎儿血氧饱和度监测,,一次性探头,小时,,20.0 ,19.0 ,18.0 ,16.0 
D,311201073S,精子透明质酸结合试验,,,次,,730.0 ,693.5 ,657.0 ,584.0 
E,311201077S,宫内胎儿体腔羊膜腔引流术,含B超引导和监测。,,次,,1700.0 ,1615.0 ,1530.0 ,1360.0 
E,311201082,宫颈聚集超声治疗,,,次,,1100.0 ,1045.0 ,990.0 ,880.0 
,311202,12.2 新生儿特殊诊疗,,,,,,,,
D,311202002,新生儿测颅压,,,次,,10.0 ,9.5 ,9.0 ,8.0 
G,311202003,新生儿复苏,,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,311202004,新生儿气管插管术,,气管插管联合套件、加强型气管导管,次,,108.0 ,103.0 ,97.2 ,86.4 
E,311202005,新生儿人工呼吸(正压通气),,,次,,19.1 ,18.1 ,17.2 ,15.3 
E,311202006,新生儿洗胃,,,次,,64.2 ,61.0 ,57.8 ,51.4 
E,311202007,新生儿监护,,,,,,,,
E,311202007-1,新生儿单独心电监护,,,小时,,3.0 ,2.9 ,2.7 ,2.4 
E,311202007-2,新生儿心电、呼吸、血压监护,,,小时,,17.6 ,16.7 ,15.8 ,14.1 
E,311202007-3,新生儿心电、呼吸、血压、氧饱和度监护,,,小时,,24.6 ,23.4 ,22.1 ,19.7 
E,311202007-4,新生儿单独呼吸监护,,,小时,,3.0 ,2.9 ,2.7 ,2.4 
E,311202008,新生儿脐静脉穿刺和注射,,,次,,25.6 ,24.3 ,23.0 ,20.5 
E,311202009,新生儿蓝光治疗,含蓝光灯、眼罩。,,小时,,3.0 ,2.9 ,2.7 ,2.4 
E,311202010,新生儿/儿童换血术,含脐静脉插管术。,血液,次,,644.0 ,612.0 ,580.0 ,515.0 
D,311202011,新生儿经皮胆红素测定,,,次,,3.5 ,3.3 ,3.2 ,2.8 
G,311202013,新生儿囟门穿刺术,,,次,,40.0 ,38.0 ,36.0 ,32.0 
,3113,13.肌肉骨骼系统,,,,,,,,
D,311300001E,关节镜检查,含活检。,,次,,460.0 ,437.0 ,414.0 ,368.0 
G,311300002E,关节穿刺术,含加压包扎。,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,311300002-1E,关节腔减压术,含加压包扎。,,次,,100.0 ,95.0 ,90.0 ,80.0 
G,311300003E,关节腔灌注治疗,,,次,,120.0 ,114.0 ,108.0 ,96.0 
G,311300004E,持续关节腔冲洗,,,次,,60.0 ,57.0 ,54.0 ,48.0 
G,311300005,骨膜封闭术,,,次,,24.0 ,22.8 ,21.6 ,19.2 
G,311300006E,软组织内封闭术,含各种肌肉软组织、筋膜、肌腱。,,次,,24.0 ,22.8 ,21.6 ,19.2 
G,311300007E,神经根封闭术,,,次,,75.0 ,71.3 ,67.5 ,60.0 
G,311300008E,周围神经封闭术,,,次,,75.0 ,71.3 ,67.5 ,60.0 
G,311300009E,神经丛封闭术,,,次,,105.0 ,99.8 ,94.5 ,84.0 
G,311300010E,鞘内注射,,,次,,75.0 ,71.3 ,67.5 ,60.0 
G,311300010-1E,鞘内封闭,,,次,,75.0 ,71.3 ,67.5 ,60.0 
G,311300011,骶管滴注,,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311300012E,骨穿刺术,含活检、加压包扎及弹性绷带。,,次,,390.0 ,370.5 ,351.0 ,312.0 
D,311400003E,皮肤活检术,含钻孔法。,,每个取材部位,,50.0 ,47.5 ,45.0 ,40.0 
D,311400003-1E,皮肤切口法活检术,,,每个取材部位,,70.0 ,66.5 ,63.0 ,56.0 
D,311400004,皮肤直接免疫荧光检查,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,311400008,天疱疮细胞检查,含镜检。,,每个取材部位,,20.0 ,19.0 ,18.0 ,16.0 
E,311400015,黑光治疗(PUVA治疗),,,每部位,,25.0 ,23.8 ,22.5 ,20.0 
E,311400016,红光治疗,,,每部位,,15.0 ,14.3 ,13.5 ,12.0 
G,311400025E,疱病清疮术,,,每部位,,36.0 ,34.2 ,32.4 ,28.8 
G,311400027E,皮肤溃疡清创术,,,5cm2/每创面,,75.0 ,71.3 ,67.5 ,60.0 
G,311400031E,血管瘤硬化剂注射治疗,指血管畸形、淋巴管畸形、血管瘤的硬化治疗。,,每个注射点,,36.0 ,34.2 ,32.4 ,28.8 
G,311400031-1E,下肢血管曲张注射治疗,,,每个注射点,,36.0 ,34.2 ,32.4 ,28.8 
G,311400044E,烧伤冲洗清创术(大）,,,次,成人烧伤面积≥50%；孩童（14岁及以下）烧伤面积≥30%。,280.0 ,266.0 ,252.0 ,224.0 
G,311400044-1E,全身剥脱性皮炎冲洗清创,,,次,,280.0 ,266.0 ,252.0 ,224.0 
G,311400045E,烧伤冲洗清创术(中）,,,次,成人烧伤面积≥30%；孩童（14岁及以下）烧伤面积≥20%。,140.0 ,133.0 ,126.0 ,112.0 
G,311400046E,烧伤冲洗清创术(小）,,,次,成人烧伤面积≥10%；孩童（14岁及以下）烧伤面积≥10%。,70.0 ,66.5 ,63.0 ,56.0 
G,311400046-1E,烧伤面积<10%冲洗清创术,,,1%体表面积,,5.0 ,4.8 ,4.5 ,4.0 
E,311400047,护架烤灯热疗,限烧伤病房。,,千瓦时,,4.0 ,3.8 ,3.6 ,3.2 
E,311400048,烧伤大型远红外线治疗机治疗,,,次,,36.0 ,34.2 ,32.4 ,28.8 
E,311400055,烧伤后功能训练,,,每部位,,20.0 ,19.0 ,18.0 ,16.0 
E,311400056E,烧伤换药,,,1%体表面积,,30.0 ,28.5 ,27.0 ,24.0 
G,311400057E,皮下组织穿刺术,含活检。,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311400057-1E,浅表脓肿穿刺术,含活检。,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311400057-2E,浅表囊肿穿刺术,含活检。,,次,,150.0 ,142.5 ,135.0 ,120.0 
G,311400057-3E,浅表血肿穿刺术,含活检。,,次,,150.0 ,142.5 ,135.0 ,120.0 
E,311400058,窄谱紫外线治疗,含UVA、UVB治疗。,,次,照射1个部位为1次,30.0 ,28.5 ,27.0 ,24.0 
E,311400058-1,全身窄谱紫外线治疗,含UVA、UVB治疗。,,次,3个以上部位按全身收费。,100.0 ,95.0 ,90.0 ,80.0 
E,311400059SE,尖锐湿疣灼除治疗,,,部位,计价部位分为：1.外生殖器；2.阴道；3.宫颈；4.会阴；5.肛周；6.肛管；7.其他。,375.0 ,356.3 ,337.5 ,300.0 
E,311400060S,尿道内尖锐湿疣灼除治疗,,,次,,500.0 ,475.0 ,450.0 ,400.0 
,3115,15.精神心理卫生,,,,,,,,
D,311502,15.2 精神科特殊检查,,,,,,,,
D,311502002,眼动检查,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,311502003,尿MHPG测定,,,次,,50.0 ,47.5 ,45.0 ,40.0 
D,311502004,首诊心理检查,,,次,,80.0 ,76.0 ,72.0 ,64.0 
D,311502005,临床鉴定,,,次,,173.0 ,164.4 ,155.7 ,138.4 
D,311502006,精神病司法鉴定,,,次,,,,,
D,311502006-1,重大疑难案鉴定,,,次,,690.0 ,655.5 ,621.0 ,552.0 
D,311502006-2,普通案例鉴定,,,次,,460.0 ,437.0 ,414.0 ,368.0 
D,311502007S,多次小睡潜伏试验,含5次短暂PSG监测。,,次,,680.0 ,646.0 ,612.0 ,544.0 
,311503,15.3  精神科治疗,,,,,,,,
D,311503001,抗精神病药物治疗监测,,,日,,30.0 ,28.5 ,27.0 ,24.0 
D,311503002,常温冬眠治疗监测,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
E,311503003,精神科监护,,,日,,20.0 ,19.0 ,18.0 ,16.0 
E,311503004,电休克治疗,,,次,,45.0 ,42.8 ,40.5 ,36.0 
E,311503005,多参数监护无抽搐电休克治疗,,,次,,450.0 ,428.0 ,405.0 ,360.0 
E,311503006,暴露疗法和半暴露疗法,,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,311503007,胰岛素低血糖和休克治疗,,,次,,15.0 ,14.3 ,13.5 ,12.0 
E,311503008,行为观察和治疗,,,次,,25.0 ,23.8 ,22.5 ,20.0 
E,311503009,冲动行为干预治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,311503010,脑电生物反馈治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,311503011,脑反射治疗,,,次,,125.0 ,118.8 ,112.5 ,100.0 
D,311503011-1,经颅重复磁刺激治疗,用于特定疾病的中枢治疗。在胫前肌或小指展肌等部位安置记录表面电极，地线置于踝部，对侧额叶皮层刺激，观察肌肉动作电位波形，判断运动阈值。据此判断最佳刺激部位并根据阈值设置刺激强度。根据病情需要设置刺激的参数，含强度、频率、间隔时间和总时程，对病人进行治疗。治疗中，观察病人反应并随时调整。治疗后，记录治疗反应。,,次,,147.0 ,140.0 ,132.0 ,118.0 
E,311503012,脑电治疗(A620),,,次,,暂不定价,暂不定价,暂不定价,暂不定价
E,311503013,智能电针治疗,,,次,,14.0 ,13.3 ,12.6 ,11.2 
E,311503014,经络氧疗法,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
E,311503015,感觉统合治疗,,,次,,54.9 ,52.2 ,49.4 ,43.9 
E,311503016,工娱治疗,,,日,,6.0 ,5.7 ,5.4 ,4.8 
E,311503017,特殊工娱治疗,,,次,,35.0 ,33.3 ,31.5 ,28.0 
E,311503018,音乐治疗,,,次,指专设的音乐室。,15.0 ,14.3 ,13.5 ,12.0 
E,311503019,暗示治疗,在单独房间，安静环境。由受过专业培训的精神科医师，判断患者的易感性和依从性。根据患者的症状，制订适当的暗示语。必要时给予一定的药物暗示。,,次,,12.0 ,11.4 ,10.8 ,9.6 
E,311503020,松弛治疗,,,次,,15.0 ,14.3 ,13.5 ,12.0 
E,311503021,漂浮治疗,,,次,,暂不定价,暂不定价,暂不定价,暂不定价
E,311503022,听力整合及语言训练,,,次,,130.0 ,123.5 ,117.0 ,104.0 
E,311503022-1,计算机认知系统训练,,,次,,149.0 ,142.0 ,134.0 ,119.0 
E,311503025,麻醉分析,,,次,,115.0 ,109.3 ,103.5 ,92.0 
E,311503026,催眠治疗,,,次,,50.0 ,47.5 ,45.0 ,40.0 
E,311503027,森田疗法,,,次,,25.0 ,23.8 ,22.5 ,20.0 
E,311503028,行为矫正治疗,,,日,,35.0 ,33.3 ,31.5 ,28.0 
E,311503029,厌恶治疗,,,次,,35.0 ,33.3 ,31.5 ,28.0 
E,311503030,脱瘾治疗,,,疗程,自愿或强迫治疗。,暂不定价,暂不定价,暂不定价,暂不定价
E,311503031S,儿童孤独症教育训练指导,含对孤独症儿童的家长进行训练技巧和方法的指导。,孤独症训练手册,小时,,48.3 ,45.9 ,43.5 ,38.6 
E,311503032S,听觉统合治疗,含治疗人员及时处理儿童的异常行为和情绪问题。,,次,,52.6 ,50.0 ,47.3 ,42.1 
E,311503033S,正念训练,在固定的治疗室或治疗场所进行，由有资质的技术人员导入语引导下发挥想象，感受内心，进入冥想状态，反馈内心感受，改善自我感悟能力。,,次,每日收费不超过1次，每次不少于30分钟。,62.0 ,58.9 ,55.8 ,49.6 
E,311503034S,睡眠认知行为治疗,对患者进行不少于30分钟的睡眠认知行为治疗。,,次,每周收费不超过3次。,92.0 ,87.4 ,82.8 ,73.6 
,32,(二)经血管介入诊疗,,,,"1.本类包括静脉、动脉、门脉、心脏、冠脉、脑血管介入6项第三级分类。
2.以诊断为目的的第一次介入检查完成之后立即进行介入治疗时，分别计算检查与治疗的费用。
3.患者同一次住院过程中曾进行过介入检查已明确诊断，仅是作为介入治疗前进行的常规介入检查(第二次)按50%计收，治疗后的复查(立即进行)不得收费。
4.介入治疗（不含血管造影检查）原则上以经一根血管的介入治疗为起点，每增加一根血管的治疗加收20%。
5.介入治疗包含数字减影费用。造影剂、一次性穿刺针、溶栓导线、栓塞剂、导丝、导管、球囊、球囊导管、支架、起搏器、滤网、导管鞘、关闭器、压力泵、高压连接管、血管缝合器、压力套装、止血带、介入药盒、抓捕器（异物套）、弹簧圈、心内超声探头、封堵器、高压注射器均为除外内容。",,,,
,3201,1.静脉介入诊疗,,,,,,,,
D,320100001E,经皮选择性静脉造影术,,,次,,2125.0 ,2019.0 ,1913.0 ,1700.0 
D,320100001-1E,经皮选择性腔静脉造影术,,,次,,2063.0 ,1960.0 ,1857.0 ,1650.0 
D,320100001-2E,经皮选择性肢体静脉造影术,,,次,,1923.0 ,1827.0 ,1731.0 ,1538.0 
D,320100001-3,经皮超选择性静脉造影术,,,次,同一静脉系统，选择性和超选择性造影术不得同时收取。,1800.0 ,1710.0 ,1620.0 ,1440.0 
G,320100002,经皮静脉内激光成形术,,,次,,1000.0 ,950.0 ,900.0 ,800.0 
G,320100003,经皮静脉内滤网置入术,,,次,,3244.0 ,3082.0 ,2920.0 ,2595.0 
G,320100003-1,经皮静脉内滤网取出术,,,次,,3439.0 ,3267.0 ,3095.0 ,2751.0 
G,320100003-2,经皮动脉内滤网置入术,,,次,,2450.0 ,2327.5 ,2205.0 ,1960.0 
G,320100003-3,经皮动脉内滤网取出术,,,次,,2450.0 ,2327.5 ,2205.0 ,1960.0 
G,320100004,经皮静脉球囊扩张术,,,次,,2568.0 ,2440.0 ,2311.0 ,2054.0 
G,320100006,经皮静脉内支架置入术,含球囊扩张、支架置入。,,次,,3000.0 ,2850.0 ,2700.0 ,2400.0 
G,320100007E,经皮静脉内旋切术,,,次,,2400.0 ,2280.0 ,2160.0 ,1920.0 
